material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_HeavyAtomMolWt,RDKit2D_HallKierAlpha,RDKit2D_LabuteASA,RDKit2D_TPSA,RDKit2D_VSA_EState1,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,RDKit2D_MolMR,Mordred2D_SpMAD_A,Mordred2D_ATS1dv,Mordred2D_ATS3dv,Mordred2D_ATS4dv,Mordred2D_ATS5dv,Mordred2D_ATS0Z,Mordred2D_ATS1Z,Mordred2D_ATS0m,Mordred2D_ATS1m,Mordred2D_ATS2m,Mordred2D_ATS3m,Mordred2D_ATS0p,Mordred2D_ATS2p,Mordred2D_AATS0dv,Mordred2D_AATS0m,Mordred2D_AATS0se,Mordred2D_AATS0are,Mordred2D_AATS0i,Mordred2D_ATSC0dv,Mordred2D_ATSC1dv,Mordred2D_ATSC0m,Mordred2D_ATSC1v,Mordred2D_ATSC0se,Mordred2D_ATSC0pe,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC1i,Mordred2D_AATSC0dv,Mordred2D_AATSC0m,Mordred2D_AATSC0are,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTm-1h,Mordred2D_BCUTare-1h,Mordred2D_BCUTp-1l,Mordred2D_SpAbs_Dzp,Mordred2D_VR2_Dzp,Mordred2D_Xp-5d,Mordred2D_Xp-6d,Mordred2D_Xp-7d,Mordred2D_SZ,Mordred2D_Mare,Mordred2D_Mi,Mordred2D_SpMAD_Dt,Mordred2D_SsCH3,Mordred2D_ETA_alpha,Mordred2D_ETA_beta,Mordred2D_ETA_epsilon_1,Mordred2D_ETA_epsilon_5,Mordred2D_ETA_dEpsilon_D,Mordred2D_fragCpx,Mordred2D_IC0,Mordred2D_TIC0,Mordred2D_MIC5,Mordred2D_ZMIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID,Mordred2D_MID_h,Mordred2D_MPC6,Mordred2D_piPC1,Mordred2D_piPC5,Mordred2D_piPC6,Mordred2D_TpiPC10,Mordred2D_TopoPSA
"2,4-XYLENOL",0,0.3755555555555558,0.5577043959706656,112.08699999999996,-0.98,54.9555211004862,20.23,0.0,9.043703703703704,3.8975925925925927,1,1,1.430290493702437,2.00904,37.5808,1.199142242914053,101.0,86.0,28.0,5.0,362.0,398.0,1420.2416089999997,1471.367741,1990.457716,1881.946894,27.40053304849,47.711433459094,5.368421052631579,74.74955836842102,7.413709684210527,5.8236842105263165,160.47277130342053,60.73684210526315,22.89473684210526,634.7270885263159,39.90163425231927,1.040601684210526,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684224,2.318727624302632,3.196675900277008,33.4066888698061,0.0889196675900276,1.334705650749057,0.9950326890745288,16.00204673145541,3.512614894484423,0.7874839562005926,35.19294588832562,3.410807448204147,1.33160016047375,0.5044733353288007,0.0680413817439771,10.999999999999998,0.9578947368421052,1.1203070685692678,8.054823806658833,3.8975925925925927,4.333333333333334,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.80898459634216,31.88355405923725,23.539629979287703,-2.0957770847062163,105.69000000000008,1.9313352437050253,1.7457241039368812,7,2.5649493574615367,4.427089623451392,3.944006051281197,5.611415874932711,20.23
4-METHYL-CYCLOHEXANE-METHANOL,1,0.4094444444444445,0.5706542519771103,112.08699999999996,-0.04,57.08224842727259,20.23,0.0,8.777280801209372,2.7086451247165533,1,1,2.5222379451679453,1.805,38.2078,1.2433285811286718,51.0,49.0,29.0,17.0,368.0,434.0,1426.337993,1544.0102690000006,2014.186159,1905.849721,30.068210477584,65.034019890792,2.56,57.05351972,7.246850720000001,5.5876,166.33954267641937,44.64,1.7200000000000015,768.774544,30.325242031762155,1.1070745599999998,1.8647359999999984,-0.1438240000000004,-0.1480000000000008,0.2833451633599992,1.762232994469988,1.7856,30.75098176,0.0744959999999999,1.1907885689162483,0.9939228347542284,16.00203709793491,3.512113639528673,0.788114752729709,46.96858584707153,3.289081312277974,1.373773447853214,0.686886723926607,0.1178511301977579,12.0,0.9392,1.1412681296235447,8.089575780793469,2.2992006802721088,4.333333333333333,4.75,0.474666666666667,0.7366666666666667,0.0485185185185185,9.01,1.1238561897747246,28.096404744368115,20.97724379079142,33.32875243896086,24.184039257825297,-1.263393257069624,118.59000000000005,1.94995493676381,1.7273441945671602,8,2.302585092994046,2.70805020110221,2.19722457733622,4.356708826689592,20.23
"2,5-XYLENOL",0,0.3842592592592595,0.5577043959706656,112.08699999999996,-0.98,54.95552110048619,20.23,0.0,9.100092592592592,3.841203703703704,1,1,1.430290493702437,2.00904,37.5808,1.199142242914053,101.0,90.0,28.0,1.0,362.0,398.0,1420.2416089999997,1471.367741,1990.457716,1881.946894,27.40053304849,47.71143345909399,5.368421052631579,74.74955836842103,7.413709684210527,5.8236842105263165,160.47277130342053,60.73684210526315,22.894736842105264,634.7270885263159,39.901634252319,1.0406016842105263,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684225,2.318727624302631,3.196675900277008,33.4066888698061,0.0889196675900276,1.3347056507490571,0.9950160143133444,16.002046733515066,3.5126154953218043,0.7874848657218505,35.1115357801194,3.409068520660941,1.33160016047375,0.5044733353288007,0.0680413817439771,10.999999999999998,0.9578947368421052,1.1203070685692678,8.054823806658833,3.841203703703704,4.333333333333333,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.80898459634216,31.88355405923725,23.539629979287703,-2.0957770847062163,105.69000000000008,1.9313352437050253,1.744831730629684,7,2.5649493574615367,4.427089623451392,3.944006051281197,5.611415874932711,20.23
"p,alpha-DIMETHYLBENZYL ALCOHOL",0,-0.3466666666666669,0.6260689002196311,124.09799999999996,-0.8200000000000001,61.3204632148828,20.23,0.0,9.114595616024188,3.8020710506424793,1,1,2.0719131257145187,2.04832,41.81280000000002,1.1936237570137334,100.0,94.0,52.0,27.0,400.0,446.0,1566.5378579999992,1639.846038,2199.277180999999,2039.859627,31.078658858188,55.48927868509399,4.727272727272728,71.20626627272723,7.356269454545457,5.753636363636364,161.16419613197675,63.09090909090911,18.181818181818187,723.4103290909088,38.463430214659965,1.0688923636363632,1.764095454545453,-0.1775954545454575,-0.1818181818181846,0.3615642163636411,2.2531173418181165,2.867768595041323,32.8822876859504,0.0805785123966942,1.3232686965462386,0.9935977769344302,16.002041270667057,3.512292303437561,0.7879187262133582,45.88287434228014,3.5658054276312354,1.449135293073096,0.9199574179672634,0.1924500897298752,12.333333333333329,0.9527272727272724,1.1227783613063755,8.277109521849402,3.8020710506424793,4.833333333333333,11.25,0.516666666666667,0.7333333333333335,0.0433333333333332,10.01,1.2072100267448116,26.558620588385857,27.170998939287568,35.83178281299024,25.447232362285654,-2.008434956985832,119.78000000000009,1.9385708226955547,1.7045356705774035,12,2.6390573296152584,4.466626251540024,4.176308500073531,5.753167699836944,20.23
"2,6-XYLENOL",0,0.4143518518518521,0.5577043959706656,112.08699999999996,-0.98,54.95552110048619,20.23,0.0,9.206296296296296,3.782407407407408,1,1,1.430290493702437,2.00904,37.5808,1.210147853185526,102.0,90.0,22.0,0.0,362.0,398.0,1420.2416089999997,1471.3677409999998,1990.457716,2046.892867,27.40053304849,47.71143345909399,5.368421052631579,74.74955836842103,7.413709684210527,5.8236842105263165,160.47277130342053,60.73684210526315,23.894736842105257,634.7270885263159,39.901634252319,1.0406016842105263,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684225,2.318727624302631,3.196675900277008,33.4066888698061,0.0889196675900276,1.3347056507490571,0.9950302600096804,16.00204679376845,3.5126229129428435,0.7874725936247056,34.326755080213545,3.4163124420109816,1.0721029009847698,0.526099420661621,0.1360827634879543,10.999999999999998,0.9578947368421052,1.1203070685692678,8.149534100070413,3.782407407407408,4.333333333333333,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.80898459634216,31.88355405923725,23.539629979287703,-2.0957770847062163,105.69000000000008,1.9313925794736224,1.7423777040348911,7,2.5649493574615367,4.342993403944672,3.944006051281197,5.6199478645769005,20.23
"3,4-XYLENOL",0,0.3454629629629633,0.5577043959706656,112.08699999999996,-0.98,54.9555211004862,20.23,0.0,8.9375,4.003796296296296,1,1,1.430290493702437,2.00904,37.5808,1.1991422429140528,101.0,86.0,32.0,5.0,362.0,398.0,1420.2416089999997,1471.367741,1990.457716,1838.0669299999995,27.40053304849,47.711433459094,5.368421052631579,74.74955836842102,7.413709684210527,5.8236842105263165,160.47277130342053,60.73684210526315,22.894736842105257,634.7270885263159,39.90163425231927,1.040601684210526,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684223,2.318727624302632,3.196675900277008,33.4066888698061,0.0889196675900276,1.334705650749057,0.99482250012108,16.00204667121949,3.5126074943572583,0.787496237231943,35.2584379818573,3.4100940798337303,1.33160016047375,0.5044733353288007,0.0680413817439771,10.999999999999998,0.9578947368421052,1.1203070685692678,8.054823806658831,4.003796296296296,4.333333333333334,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.80898459634216,31.88355405923725,23.539629979287703,-2.0957770847062163,105.69000000000008,1.931335243705026,1.748178130531674,7,2.5649493574615367,4.427089623451392,3.944006051281197,5.611415874932711,20.23
"3,5-XYLENOL",0,0.3541666666666669,0.5577043959706656,112.08699999999996,-0.98,54.9555211004862,20.23,0.0,8.99388888888889,3.93,1,1,1.430290493702437,2.00904,37.5808,1.1254433560546615,100.0,92.0,32.0,0.0,362.0,398.0,1420.2416089999997,1471.367741,1990.457716,1717.0009209999996,27.40053304849,47.711433459094,5.368421052631579,74.74955836842102,7.413709684210527,5.8236842105263165,160.47277130342053,60.73684210526315,21.89473684210526,634.7270885263159,39.90163425231927,1.040601684210526,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684224,2.3187276243026305,3.196675900277008,33.4066888698061,0.0889196675900276,1.334705650749057,0.9950302600096812,16.002046673264452,3.512608089138188,0.7874971439005447,35.14523651941103,3.402752764609936,0.9855985596534887,0.6969234250586758,0.0,10.999999999999998,0.9578947368421052,1.1203070685692678,8.051645798534107,3.93,4.333333333333334,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.80898459634216,31.88355405923725,23.539629979287703,-2.0957770847062163,105.69000000000008,1.9313017978400109,1.7472857572244769,9,2.5649493574615367,4.342993403944672,4.123093975508087,5.606950303877661,20.23
PROPARGYL ALCOHOL,0,-0.1527777777777776,0.3746896467780126,52.032,-0.48,25.26259440067805,20.23,0.0,7.638888888888889,-0.1527777777777776,1,1,2.2176,-0.3881,15.9188,1.118033988749895,30.0,15.0,0.0,0.0,176.0,146.0,692.82462,533.1404869999999,418.12651,242.624469,10.788355619396,10.096566116849,6.75,86.6030775,7.85589,6.295,163.18812027118702,29.5,-4.5625,299.92810799999995,-28.102042996921927,0.90867,1.2495874999999996,-0.2588265624999999,-0.2756249999999999,-0.0310124427122495,-0.081176699682565,3.6875,37.4910135,0.1693749999999999,1.2856475810419363,1.9907880893281429,16.002035770699536,3.512120585419482,0.7880966013973366,12.129665621520974,1.5912290148583226,0.0,0.0,0.0,5.0,0.99,1.129995670630445,2.581138830084191,0.0,1.8333333333333333,3.75,0.5958333333333332,0.7733333333333332,0.1183333333333334,3.01,1.4056390622295665,11.245112497836532,20.772,14.551503120132196,11.5,0.3954818206525808,50.40000000000003,1.7178300858899105,1.6553300858899105,0,1.791759469228055,0.0,0.0,2.833213344056216,20.23
BENZYL ALCOHOL,1,0.1397222222222223,0.5723436119287516,100.07599999999998,-0.8200000000000001,48.59057898608958,20.23,0.0,8.537592592592592,0.1397222222222223,1,1,1.647797752539016,1.1788999999999998,32.364799999999995,1.3030365535762272,78.0,72.0,36.0,15.0,324.0,350.0,1273.9453599999997,1302.8894439999997,1536.9391489999998,1317.5654629999997,23.722407238792,39.640764906849,5.625,79.62158499999998,7.49269,5.92,159.52206216415573,47.75,-1.625,543.0541349999999,41.879164804100704,1.0076309999999995,1.5440937499999987,-0.2052562499999999,-0.2124999999999999,0.3883028380000001,2.408941762718727,2.984375,33.94088343749999,0.0998437499999999,1.347902661977483,1.9909120630753003,16.002036905067904,3.5121205711568035,0.7881077435274361,31.07306132362715,3.109571913594059,1.105171715522539,0.3484617125293379,0.1443375672974064,9.666666666666668,0.965,1.1169090410557443,7.827833794891233,0.0,3.8333333333333335,10.25,0.5479166666666667,0.7407407407407408,0.0550925925925925,8.01,1.271782221599798,20.34851554559677,26.908999999999995,27.91485330719152,24.353911462169474,-1.4038562934674952,91.60000000000008,1.9615831826636256,1.726227522648836,4,2.4849066497880004,4.150055169236106,3.2700441114426,5.3462142747402535,20.23
PHENOL,0,0.3217592592592595,0.514729544768675,88.06499999999998,-0.98,42.22563687169298,20.23,0.0,8.632222222222222,0.0,1,1,0.9844519012854642,1.3921999999999997,28.1068,1.2457951761043495,80.0,60.0,15.0,0.0,286.0,302.0,1127.6491109999995,1134.4111470000005,1383.0906719999998,998.723637,20.044281429093992,31.66106740999999,6.615384615384615,86.74223930769227,7.608122769230769,6.060769230769233,158.13256419138418,41.6923076923077,0.615384615384612,446.32166723076926,44.76940176439628,0.9667403076923072,1.4144769230769223,-0.2286615384615375,-0.2384615384615378,0.4109278255384616,2.540793195788458,3.207100591715977,34.332435940828404,0.1146745562130177,1.3619235134074426,2.734413359467035,16.002046103893235,3.512602887538327,0.7874974568165335,22.78389295120901,2.866465838205493,0.9010475702906074,0.2041241452319315,0.0,8.333333333333332,0.9753846153846156,1.1119426931513643,7.374755103310647,0.0,3.333333333333333,10.25,0.5743589743589743,0.7458333333333333,0.0636904761904761,7.01,1.3143204867061788,17.086166327180326,26.789191014877897,23.900290502688662,22.826625372424548,-0.9751559239316672,77.51000000000005,1.9538321886337693,1.7453482641111249,2,2.3978952727983707,4.037553727875356,2.7842393394597567,5.119489699008338,20.23
o-CRESOL,0,0.3680555555555558,0.5359354364287862,100.07599999999998,-0.98,48.59057898608958,20.23,0.0,8.91925925925926,1.8703703703703705,1,1,1.203252392426474,1.70062,32.843799999999995,1.244244992311326,91.0,74.0,18.0,0.0,324.0,350.0,1273.9453599999997,1302.889444,1686.7741939999996,1522.8082519999998,23.722407238792,39.686250434547,5.875,79.62158499999998,7.49269,5.92,159.52206216415573,51.75,13.0,543.0541349999999,41.8791648041007,1.0076309999999995,1.5440937499999987,-0.2052562499999999,-0.2124999999999999,0.3883028380000002,2.408941762718726,3.234375,33.94088343749999,0.0998437499999999,1.347902661977483,0.9959530226098928,16.002046448738717,3.512612884373942,0.7874850191488507,28.42832348524037,3.1605858338878385,1.0243773949903288,0.3333333333333333,0.0833333333333333,9.666666666666668,0.965,1.1169090410557443,7.788445744798681,1.8703703703703705,3.8333333333333335,10.75,0.5479166666666667,0.7407407407407408,0.0550925925925925,8.01,1.271782221599798,20.34851554559677,26.735442087363698,27.91485330719152,22.108458593344352,-1.5377462934674953,91.60000000000008,1.9416762166690165,1.7445698480359817,4,2.4849066497880004,4.201890188785264,3.446011397451948,5.384064924421284,20.23
m-CRESOL,0,0.3379629629629632,0.5359354364287862,100.07599999999998,-0.98,48.59057898608958,20.23,0.0,8.813055555555556,1.9441666666666664,1,1,1.203252392426474,1.7006199999999996,32.843799999999995,1.1788934525361665,90.0,75.0,23.0,0.0,324.0,350.0,1273.9453599999997,1302.889444,1686.774194,1357.8622789999995,23.722407238792,39.68625043454699,5.875,79.62158499999998,7.49269,5.92,159.52206216415573,51.75,12.0,543.0541349999999,41.8791648041007,1.0076309999999995,1.5440937499999987,-0.2052562499999999,-0.2124999999999999,0.3883028380000001,2.4089417627187264,3.234375,33.94088343749999,0.0998437499999999,1.347902661977483,0.9959498614912112,16.0020463885028,3.512605484137186,0.7874973002917003,28.87931201412372,3.1499520443500453,0.9714045207910318,0.4511844635310912,0.0,9.666666666666668,0.965,1.1169090410557443,7.729334295943,1.9441666666666664,3.8333333333333335,10.75,0.5479166666666667,0.7407407407407408,0.0550925925925925,8.01,1.271782221599798,20.34851554559677,26.735442087363698,27.91485330719152,22.108458593344352,-1.5377462934674953,91.60000000000008,1.941619776771804,1.7469123279673746,5,2.4849066497880004,4.201890188785264,3.595598464110711,5.375856944003455,20.23
p-CRESOL,0,0.3292592592592596,0.5359354364287862,100.07599999999998,-0.98,48.59057898608958,20.23,0.0,8.756666666666668,1.9855555555555555,1,1,1.203252392426474,1.7006199999999996,32.843799999999995,1.2405971520460075,90.0,70.0,24.0,5.0,324.0,350.0,1273.9453599999997,1302.889444,1686.774194,1357.862279,23.722407238792,39.68625043454699,5.875,79.62158499999998,7.49269,5.92,159.52206216415573,51.75,12.0,543.0541349999999,41.879164804100704,1.0076309999999995,1.5440937499999987,-0.2052562499999999,-0.2124999999999999,0.3883028380000002,2.408941762718726,3.234375,33.94088343749999,0.0998437499999999,1.347902661977483,0.9959496951142092,16.002046386443094,3.512604883243802,0.7874963906543323,29.395462200549225,3.151158690375729,1.3047378541243648,0.3333333333333333,0.0,9.666666666666668,0.965,1.1169090410557443,7.675381755303305,1.9855555555555555,3.8333333333333335,10.75,0.5479166666666667,0.7407407407407408,0.0550925925925925,8.01,1.271782221599798,20.34851554559677,26.735442087363698,27.91485330719152,22.108458593344352,-1.5377462934674953,91.60000000000008,1.941603651086886,1.7475816079477724,4,2.4849066497880004,4.298135385020496,3.446011397451948,5.37325089069706,20.23
o-ETHYLPHENOL,1,0.4027777777777779,0.6032549150365025,112.08699999999996,-0.98,54.95552110048619,20.23,0.0,9.11050925925926,2.0228703703703705,1,1,1.7300234826895255,1.9546,37.48480000000001,1.2448397528835224,97.0,92.0,32.0,3.0,362.0,398.0,1420.2416089999997,1471.367741,1880.482731,1829.539966,27.40053304849,47.373940579396,5.157894736842105,74.74955836842103,7.413709684210527,5.8236842105263165,160.47277130342053,56.73684210526315,17.421052631578945,634.7270885263159,39.90163425231901,1.0406016842105263,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684224,2.318727624302632,2.986149584487534,33.4066888698061,0.0889196675900276,1.3347056507490571,0.9880082084306469,16.00204672430179,3.5126139277474344,0.7874863590836116,36.63744870334763,3.384776898137672,1.209772800939628,0.4699132028137237,0.1767766952966368,10.999999999999998,0.9578947368421052,1.1203070685692678,8.270265083634902,2.0228703703703705,4.333333333333333,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.95513862803588,31.88355405923725,23.163130258590808,-1.961887084706216,105.69000000000008,1.9498808270810288,1.7567949010921322,6,2.5649493574615367,4.298135385020496,3.725693427236653,5.596800274408062,20.23
p-HYDROQUINONE,0,0.1692592592592594,0.4907276689015206,104.06399999999998,-1.18,47.01987062388899,40.46,0.0,17.29111111111111,0.0,2,2,1.079074671009106,1.0978,29.771599999999992,1.240597152046008,106.0,94.0,40.0,25.0,350.0,352.0,1383.6171119999997,1330.5950400000002,1755.311562,1413.2734709999993,20.68748542909399,33.22620309999999,8.428571428571429,98.82979371428569,8.018379428571427,6.502857142857144,160.08390144932102,53.71428571428572,-1.142857142857142,517.5705017142858,90.80256604336635,1.734390857142857,2.311885714285713,-0.5823142857142856,-0.6285714285714289,0.7799173439999995,4.712011877285727,3.8367346938775513,36.969321551020414,0.1812244897959183,1.34449638136506,2.8124080883726696,16.003107190620177,3.514004813858451,0.786544771051071,34.621353653186404,3.202377093749205,1.304737854124365,0.3333333333333333,0.0,9.666666666666664,1.005714285714286,1.1189029345830674,7.675381755303304,0.0,3.666666666666667,11.5,0.6380952380952383,0.7733333333333333,0.1183333333333334,8.02,1.448815635725185,20.283418900152583,22.080247512686203,28.419874834473447,26.490360470993423,-0.5786733952133488,83.38000000000007,1.9416036510868864,3.495163215895545,4,2.4849066497880004,4.298135385020496,3.446011397451948,5.37325089069706,40.46
p-ETHYLPHENOL,0,0.3400000000000001,0.6032549150365025,112.08699999999996,-0.98,54.95552110048619,20.23,0.0,8.85218820861678,2.089663643235072,1,1,1.7300234826895255,1.9546,37.48480000000001,1.2433285811286718,96.0,82.0,34.0,14.0,362.0,398.0,1420.2416089999997,1471.367741,1880.482731,1664.5939929999995,27.40053304849,47.373940579396,5.157894736842105,74.74955836842103,7.413709684210527,5.8236842105263165,160.47277130342053,56.73684210526315,16.42105263157895,634.7270885263159,39.90163425231903,1.0406016842105263,1.6585684210526304,-0.1892421052631594,-0.1947368421052644,0.3728225833684224,2.318727624302632,2.986149584487534,33.4066888698061,0.0889196675900276,1.3347056507490571,0.9880080087524196,16.002046666646958,3.5126065194994647,0.7874957175110671,38.31778781152239,3.374671140107772,1.373773447853214,0.6868867239266071,0.1178511301977579,10.999999999999998,0.9578947368421052,1.1203070685692678,8.089575780793469,2.089663643235072,4.333333333333333,11.25,0.5298245614035091,0.7366666666666667,0.0485185185185185,9.01,1.2363864108712896,23.4913418065545,26.95513862803588,31.88355405923725,23.163130258590808,-1.961887084706216,105.69000000000008,1.9499549367638105,1.7533345740918431,8,2.5649493574615367,4.385925275089539,3.876395827784995,5.579258016588463,20.23
p-tert-BUTYLPHENOL,0,0.1743055555555552,0.602501219487069,136.10899999999998,-0.98,67.6854053292794,20.23,0.0,9.022397959183674,6.456490929705215,1,1,1.8983141158853487,2.689700000000001,46.80680000000004,1.1388491521392494,114.0,106.0,54.0,32.0,438.0,494.0,1712.834107,1808.3243350000005,2631.097832,2477.695853,34.756784667886,65.76859372364099,4.48,68.51336427999999,7.312614880000001,5.700399999999999,161.68967900167942,71.04,29.520000000000003,810.1801533600001,37.37039514603891,1.0941878399999998,1.8638959999999984,-0.1687440000000006,-0.1720000000000009,0.3530078574399986,2.203253527129948,2.8416,32.407206134400006,0.0740159999999999,1.3135408145442324,0.9899261801963396,16.002047231840997,3.5126100711377752,0.7874942746085447,52.87786389726433,3.765035048936792,1.52022005725994,1.1035533905932735,0.2499999999999999,13.666666666666666,0.9488,1.1246565437865776,8.34791530556716,6.456490929705215,5.333333333333333,12.25,0.506666666666667,0.7305555555555556,0.039141414141414,11.01,1.1829661954675212,29.57415488668803,24.46944829130315,39.77047819692683,28.242587833700192,-2.4081031337777588,133.86999999999995,1.923329092060816,1.754526052392217,16,2.70805020110221,4.541298109393681,4.406719247264253,5.903998521326706,20.23
BISPHENOL A,0,-0.1513888888888888,0.8263814942234684,212.16299999999995,-1.9599999999999995,101.17179117314286,40.46,0.0,18.59259889140841,4.233654572940287,2,2,2.800127240109012,3.4237000000000024,68.34160000000003,1.2364302393576645,212.0,248.0,180.0,160.0,684.0,772.0,2692.154841,2894.30713,4239.133114,4519.536537999999,50.23371447758401,96.105900869094,6.181818181818182,81.58044972727272,7.494139272727274,5.93,158.53031349524193,108.96969696969695,31.606978879706148,1112.8584567272728,144.78198568930074,2.015659636363636,3.102006060606058,-0.4035516988062432,-0.4231037649219456,1.096378130998478,6.635545414993032,3.302112029384756,33.72298353719009,0.0970431588613406,1.357980623512513,0.9929331518728748,16.003112062555058,3.51395773675834,0.7866926610380846,113.28388531285307,4.860548648821712,3.3709613917074552,2.405436234318105,1.08662408463393,20.33333333333333,0.966060606060606,1.113366342841934,12.168943163101934,4.233654572940287,8.166666666666666,22.5,0.5525252525252528,0.73859649122807,0.0515995872033023,52.02,1.2685347577182178,41.86164700470118,28.052240142366635,58.5580382859893,44.59057676819374,-3.3838535006104777,186.42999999999964,1.9926198045842327,3.515929371671871,44,3.218875824868201,5.364222141435755,5.410529357154965,7.658515197244647,40.46
NONYLPHENOL,0,0.4522990601837104,0.6302981060564836,196.164,-0.98,99.51011590126248,20.23,0.0,9.5831819099311,2.2481942420754653,1,1,6.710532476605132,4.685300000000005,69.80380000000005,1.2608647081667177,125.0,129.0,83.0,64.0,628.0,734.0,2444.3153520000005,2650.7158199999985,3236.44249,3206.837069,53.14741371637601,101.18777159333897,3.15,61.10788380000001,7.1925648,5.554,163.1347568933619,81.89999999999999,24.2,1230.3961836,34.36454870733182,1.1993243999999996,2.3220974999999973,-0.1444024999999992,-0.1450000000000005,0.3294778703999966,2.0661280367375925,2.0475,30.75990459,0.0549749999999999,1.282176606378696,0.987938315918401,16.002048690354457,3.51262555367168,0.7874811684274783,144.3782044263966,4.2985726366779735,2.275460219402721,1.2661740041334264,0.7738946593859907,20.33333333333333,0.938,1.129821545607133,12.423381543225675,2.2481942420754653,7.833333333333333,14.75,0.4791666666666671,0.7215686274509804,0.0263480392156861,16.01,1.1058666211014745,44.23466484405897,28.79494651687047,59.434205775631824,41.866957411795504,-4.849405097811739,204.31999999999948,1.9727702451246287,1.7689244459212814,17,2.995732273553991,4.472352824097226,4.114963849424837,6.235513059102088,20.23
ETHYLENE GLYCOL,0,-0.125,0.407527890666417,56.02,-0.08,24.69266064661818,40.46,0.0,15.25,-0.25,2,2,2.8616,-1.029,14.171600000000002,1.118033988749895,24.0,25.0,0.0,0.0,206.0,172.0,806.5606280000001,609.2744349999998,523.510602,352.818657,9.531885429094,12.388243613697997,5.8,80.6560628,8.2095248,6.604000000000001,173.39971959304938,38.4,-8.759999999999998,421.3169656,-46.88721384548393,1.7116576,2.3089599999999986,-0.5670639999999992,-0.6403999999999997,-0.2061804439856402,-1.3268982667216245,3.84,42.13169656,0.2535999999999999,0.878435057247759,1.8961709138112444,16.003165589879345,3.514473328974845,0.7858485893932061,18.02614235080713,1.6132589194847506,0.0,0.0,0.0,5.666666666666667,1.0080000000000002,1.1664641084162946,2.58113883008419,0.0,1.6666666666666663,2.0,0.6133333333333332,0.8222222222222221,0.2611111111111112,3.02,1.3709505944546687,13.709505944546688,14.00854329934688,15.65587347036757,16.046653521143952,0.628606512374442,50.78000000000005,1.7178300858899105,3.310660171779821,0,1.3862943611198906,0.0,0.0,2.3978952727983707,40.46
DIETHYLENE GLYCOL,0,0.0277777777777776,0.4512483454757534,96.04099999999998,-0.12,42.53609010491827,49.69,4.631944444444445,16.1725,0.6955555555555555,2,2,5.779200000000001,-1.0124,24.9906,1.1506684263216704,52.0,68.0,24.0,20.0,346.0,328.0,1355.1211269999997,1186.294886,1167.071149,1014.315476,17.53134104849,25.338298607396,6.0,79.71300747058821,8.082461882352943,6.479411764705882,171.33575305941116,68.11764705882352,-6.463667820069206,692.670148117647,-94.77131941711322,2.62808988235294,3.560776470588234,-0.4950249134948103,-0.5999999999999996,-0.7464735192972323,-4.85517230347367,4.006920415224913,40.74530283044982,0.2294117647058822,0.9875289319080616,1.8956962903757133,16.005241279204025,3.521268229201449,0.778532732301898,58.54371803034944,2.4484009027294933,0.3535533905932738,0.1767766952966369,0.0,9.666666666666666,1.0,1.1590944970121473,4.75010922901672,0.0,3.0,4.0,0.6000000000000003,0.8666666666666667,0.161904761904762,6.03,1.383099991189334,23.51269985021868,19.739979069195723,26.889995994966554,24.343671742062902,-0.0206930269523935,84.83000000000011,1.833398396728268,5.328046083845573,1,1.9459101490553128,1.0986122886681098,0.6931471805599453,3.367295829986474,49.69
