material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA
"1,1-DIBROMOETHANE",0,0.4583333333333332,0.510273720643513,9.0,2.3237900077244498,2.3332792152080803,4.960000000000001,12.338472222222222,0.0,2.0,0,0,2.743531313131314,2.1222,4,0,8,62.67881,93.353925,0.0,46.87520000000001,0.0,0.0,1272.391061156996,1894.1614534711475,0.0,297.2732133351419,-2.541237997256516,-3.242455418381344,681.5417654294458,-36.19878522710446,-0.0052562499999999,-0.0080999999999999,-0.0245246562122499,8.805044450897991,1.100630556362249,0.2514235917466861,2.6145695150989963,2.354836319123053,2.3237900077244498,1.1219281903179832,8.260414885507188,2.1018387322497394,2.114500454919765,2.191054056901512,8.962522704240339,6.482254358145288,2.252343672725002,8.120174799708668,7.772549019607844,7.712000000000001,7.249803592814372,8.928889283589246,2.0,0.0,0.0,1.5,41.5,-2.0214937516760925,74.04000000000005,0.8110042339640731,3.488033871712585,0.0,12.107172,6.772827999999999,0.0
"1,2-DIBROMOETHANE",0,1.0486111111111112,0.5496400415990373,7.5,1.9747448713915887,2.170142508391549,4.960000000000001,2.9600000000000004,2.0972222222222223,0.0,0,0,4.910400000000001,1.7762,4,0,8,62.67881,92.960796,0.0,46.87520000000001,0.0,0.0,1272.391061156996,1890.9765028336983,0.0,297.2732133351419,-2.059756515775034,-2.7911522633744856,681.5417654294458,-36.19878522710446,-0.0052562499999999,-0.0080999999999999,-0.0245246562122499,8.805044450897991,1.100630556362249,0.2510540503785637,2.6259330138678805,2.367977668731226,1.9747448713915887,1.3182316115524273,9.2798591243782,2.3566997919674915,2.3695678326550498,2.447338245693404,9.991410571307224,8.337703414892438,2.5095656394917234,8.120174799708668,7.772549019607844,7.712000000000001,7.249803592814372,8.928889283589246,0.0,0.0,0.0,1.5,43.0,-2.3952937516760926,74.04000000000005,0.8276650429449552,3.560660171779821,0.0,12.107172,6.772827999999999,0.0
m-DIBROMOBENZENE,0,1.1035879629629632,0.6481408061312922,9.25,3.077660437970554,4.0653300227769575,6.302249388753057,1.6001195765031015,0.0,0.0,0,0,2.0845457745417795,3.2116000000000007,4,0,12,92.840874,137.54164799999998,0.0,71.8752,4.512050204849,0.0,1779.5684855169964,2517.854246803201,0.0,339.3544428065379,-0.3209876543209888,-15.826017375400092,778.0718593683912,-1.4731418345086649e-15,8.472127320678798e-17,1.0615397449953435e-16,7.365300363457236e-16,13.363488051863987,1.1136240043219992,0.2550789754009415,2.441746028714788,2.193432466400174,2.2306376583301173,2.1623989815956657,22.112897181756445,2.791663405874262,2.8001442292730125,2.851475847865819,23.0708283770074,16.415866782289754,2.8926382946246125,12.120174799708666,11.772549019607846,11.712000000000003,11.24980359281437,12.928889283589246,0.0,0.0,0.5,2.125814583693911,50.120804183253256,-3.5028087403255728,106.64000000000004,0.4367280819918436,12.039133558239683,0.0,18.787171999999995,6.772827999999999,0.0
"1,1,1-TRICHLOROTRIFLUOROETHANE",0,-4.766203703703704,0.5115647154654288,14.25,4.020391543176799,3.267786838055364,8.66,2.2864033023417307,0.0,0.0,0,0,2.2947623806742885,2.9189,0,0,8,99.307907,145.805925,0.0,86.9567,0.0,0.0,1668.7288751507,2441.7562397577,0.0,361.259836973047,-0.0069444444444445,58.06481481481482,136.35670805146043,-4.106651517907561,-0.5852249999999984,-0.5238140624999998,-0.0511325156249998,52.99814367918746,6.624767959898433,0.7685375152115069,2.61216584037431,2.349130865624132,4.020391543176799,2.404411527459489,22.9896551271853,3.020880564459313,2.982325014711622,3.0472765190495745,23.50776008237891,17.521303500464587,3.074978665141358,10.16642388929352,10.4,10.316,6.9167664670658695,10.096701686455956,0.0,0.0,0.0,1.438721875540867,45.889846853906185,-2.664600442853576,81.04000000000002,1.2421875,4.125,0.0,11.551,4.869000000000001,0.0
BROMOBENZENE,0,1.1342592592592595,0.5420450088370231,8.714285714285714,3.0214653097240864,3.764715818957357,4.849253731343284,1.3161241356046551,0.0,0.0,0,0,1.4711806015821192,2.4491000000000005,5,0,12,89.19737699999999,134.098164,0.0,69.20760000000001,2.9229444596980008,0.0,1824.9202671012447,2558.045477949001,0.0,283.327382948334,0.0493827160493825,-14.887059899405578,763.2902793111859,7.17133570981047e-14,3.96033823019732e-16,8.999467837611519e-17,-2.9992713111819884e-16,15.147525611726238,1.2622938009771865,0.2560176677677876,2.444310031162967,2.1970758194993008,2.122917949959366,2.101973978442913,16.903716555077033,2.429810532714246,2.434577081972417,2.4634395899148425,17.37272670621195,12.72625359953269,2.486598915852692,11.8918426802622,11.47450980392157,11.496000000000002,9.82273353293413,13.087379110680889,0.0,0.0,0.5,2.259951289896979,30.66787362920677,-2.478313352247709,89.14000000000004,0.2493354663015892,11.93147705632526,0.0,16.403965,6.396034999999999,0.0
METHYL IODIDE,0,1.97,0.349907334845055,3.0,1.0,1.3779644730092273,2.73,0.0998630136986301,0.0,0.0,0,0,2.36145,1.0512,3,0,5,35.413192,41.75712,0.0,25.6541,0.0,0.0,790.776147750347,981.1155462372868,0.0,314.7990826771345,-0.59119012345679,0.2126222222222221,599.0178420522313,-43.7641370025179,-0.0353439999999996,-0.0566439999999995,-0.0179763201456399,9.353913258682798,1.87078265173656,0.1414618315435476,2.650842454147278,2.172997252767987,1.0,0.4576201070050907,1.9769954016270856,0.9884977008135428,0.9588695745444498,1.133122836891745,2.156211544812063,2.156211544812063,1.0781057724060314,4.843408594319009,4.631372549019608,4.524,5.401424550898202,5.551085583865438,1.97,0.0,0.0,0.9509775004326936,28.72528958917005,-1.1914635302044123,50.780000000000015,0.75,1.5,0.0,9.020379,6.689620999999999,0.0
ETHYL IODIDE,0,1.22,0.3673267500017498,6.0,1.6329931618554523,2.0850712541957748,3.73,2.73,0.0,2.111666666666667,0,0,3.3943,1.4413,5,0,8,56.390636,84.491556,0.0,41.58410000000001,0.0,0.0,1287.405807888845,1907.209396415856,0.0,257.4599754996078,-1.3944753086419754,-1.7114814814814818,770.6172308183864,-62.18451539060997,-0.042025,-0.0500640624999999,-0.0278904612691408,13.18775281314187,1.6484691016427335,0.1489823073400141,2.597960236797995,2.169130504086976,1.6329931618554523,1.0678649001705556,5.430200653752946,1.8113467821925069,1.7854067428687437,1.935691711520238,5.692122522885348,4.926756536613194,1.8887729785222296,7.731245447924254,7.35686274509804,7.284000000000001,7.199979041916167,8.966375229789614,2.111666666666667,0.0,0.0,1.7012050593046015,26.493974703477,-1.6074065458668945,64.87000000000006,0.5345177968644246,3.310660171779821,0.0,12.023965,8.696034999999998,0.0
n-PROPYL IODIDE,0,1.2894444444444444,0.4155697992996972,7.5,1.9747448713915887,2.7921780353823222,4.730000000000001,2.7300000000000018,0.0,2.1730555555555555,0,0,4.410725000000003,1.8314,7,0,11,77.36807999999999,127.22106400000004,0.0,57.51410000000001,0.0,0.0,1784.035468027343,2831.411595381705,0.0,231.39674496436848,-0.9388593000714206,-3.796020814202632,930.4814669627197,-71.62424671445382,-0.0452528925619825,-0.0472074380165286,-0.0923302918810002,16.918375406422896,1.538034127856627,0.1490034926240088,2.5797621344712804,2.1693985106908955,1.9747448713915887,1.951351041136392,10.283600791280309,2.5723400826292915,2.549554528863608,2.681416991577434,10.599846654663883,8.777887102981573,2.6402853184214736,10.619082301529495,10.082352941176472,10.044000000000002,8.99853353293413,12.38166487571379,2.1730555555555555,0.0,0.0,2.218761086960609,25.23376391415028,-2.0207243601944973,78.96000000000006,0.4138325214724776,5.215990257669732,0.0,15.027551,10.702448999999998,0.0
ISOPROPYL IODIDE,0,0.8033333333333332,0.3838967133300571,9.0,2.3237900077244498,2.955314742198853,4.730000000000001,15.33236442109215,0.0,4.306666666666667,0,0,2.3627491286863287,1.8298,7,0,11,77.36807999999999,127.24970800000004,0.0,57.51410000000001,0.0,0.0,1784.035468027343,2838.7701592828744,0.0,231.39674496436848,-0.7833037445158653,-6.202081420263239,930.4814669627197,-71.62424671445382,-0.0452528925619825,-0.0472074380165286,-0.0923302918810003,16.918375406422896,1.538034127856627,0.1512829553940271,2.561165567819508,2.164609585401786,2.3237900077244498,1.7319000955076866,9.251053117518843,2.3142031641889265,2.2917506084584325,2.421800061637988,9.563527152293428,6.900299571214783,2.38120544282886,10.619082301529495,10.082352941176472,10.044000000000002,8.99853353293413,12.38166487571379,4.306666666666667,0.0,0.0,2.218761086960609,26.82587113448188,-1.6469243601944972,78.96000000000006,0.4055021169820365,5.110042339640732,0.0,15.027551,10.702448999999998,0.0
"1,4-DIFLUOROBENZENE",0,-0.4107407407407406,0.4832965029562795,9.25,3.032455532033676,4.0653300227769575,5.221242937853106,1.025681072793961,0.0,0.0,0,0,1.242061844435578,1.9648,4,0,12,104.116952,146.12015199999996,0.0,90.48000000000002,1.199474809698,0.0,2107.544664316996,2770.4903376032003,0.0,251.6270332986663,8.666666666666664,-11.500000000000002,543.0025986471013,1.4035866538502162e-14,-3.110209620713375e-16,-2.912793463217945e-16,-5.645902412475657e-16,58.66070260253064,4.88839188354422,2.812487985231655,2.444423266231839,2.1988962006101387,2.192377158019472,2.660049753922692,20.97074805593435,2.680124756991794,2.633805278852853,2.6025767214269946,20.585091135777407,15.648818154082877,2.639455740756527,12.689002184996358,12.572549019607845,12.800000000000002,8.2641748502994,13.925132722929227,0.0,0.0,0.5,2.125814583693911,27.717795843669904,-2.2926925884406715,75.16000000000003,0.4368954019869431,12.037665992799544,0.0,13.801172,6.238827999999999,0.0
IODOBENZENE,0,1.2917592592592593,0.5684170940246587,8.714285714285714,3.0214653097240864,3.764715818957357,5.09388489208633,1.468848146829635,0.0,0.0,0,0,1.678588305574835,2.291200000000001,5,0,12,86.55269999999999,131.676192,0.0,66.5841,4.456568359698,0.0,1794.5832322488452,2527.3602596250003,0.0,312.8122842495152,-0.0370370370370377,-15.014897119341564,936.4426051933464,1.2707640211447991e-14,3.714053755901305e-16,5.411954834894712e-16,8.221351613446616e-16,18.12153826337624,1.5101281886146865,0.1524019310042712,2.440395068780782,2.1444816935589124,2.122917949959366,2.105515368440448,17.538893470131807,2.5067316261896164,2.489729222865845,2.5991824925152534,17.958379547061018,13.132935628252344,2.5639029809687983,11.731245447924252,11.356862745098042,11.284000000000002,11.199979041916166,12.966375229789614,0.0,0.0,0.5,2.259951289896979,36.04531738028851,-2.595715725826868,97.47000000000004,0.2493354663015892,11.93147705632526,0.0,18.703965,8.696034999999998,0.0
DIIODOMETHANE,0,1.19,0.4639802706429224,6.0,1.6329931618554523,1.463035727205002,4.46,3.46,0.0,0.0,0,0,5.143866666666667,1.8139,2,0,5,36.412012,43.238052,0.0,25.6982,0.0,0.0,715.0873313136981,862.6299411645689,0.0,520.027789459659,-2.36476049382716,0.8746864197530863,727.6336622602396,-1.5067476225022305,-0.0092159999999998,-0.055696,-1.1464353223758403,10.372392032410795,2.0744784064821595,0.1435201327497888,2.6060639108133934,2.143178898834807,1.6329931618554523,0.4091751482977986,5.396304556176611,1.8013279806085862,1.7494679583929031,2.0501944663246565,5.920341160849646,5.114992104336773,1.9562446620707767,4.911143481427531,4.811764705882353,4.528,8.205740119760478,5.271591875882525,0.0,0.0,0.0,0.8,59.89360741299888,-2.186005832702637,76.61000000000003,1.0690355937288492,1.7071067811865477,0.0,13.703586,9.366414,0.0
"1,1-DICHLOROTETRAFLUOROETHANE",0,-5.198302469135802,0.3877346279209885,14.25,4.020391543176799,3.267786838055364,8.300000000000002,2.0460978147762754,0.0,0.0,0,0,1.986926680547294,2.6496,0,0,8,103.232282,150.896325,0.0,95.7578,0.0,0.0,1804.1234071738,2607.4687828029,0.0,320.39396788167915,-0.482253086419752,12.262345679012345,138.2590427343717,-10.04526191304262,-0.752556249999998,-0.7788062499999997,-0.184041,59.28243384334996,7.410304230418745,0.7712754768149697,2.614866358850095,2.359358661838293,4.020391543176799,2.5467615847288068,22.534479112093763,2.973706921385821,2.9067135968789346,2.9228554687748023,22.53334507656311,17.052401128227128,2.973993253250737,10.357611070648217,10.72156862745098,10.824,5.944910179640718,10.492354555384846,0.0,0.0,0.0,1.5,39.5,-2.3209154823627705,70.56,1.2421875,4.125,0.0,9.928,5.472,0.0
"2,2-DICHLORO-1,1,1-TRIFLUOROETHANE",0,-4.469135802469135,0.4681735520788764,12.857142857142858,3.541196965079901,2.9671726342357623,7.37,2.9979434850863425,0.0,0.0,0,0,2.2028162410062326,2.3524000000000003,1,0,8,93.950746,137.244357,0.0,83.7878,0.0,0.0,1685.487099358049,2465.21968254798,0.0,302.1489352252769,9.434413580246916,53.04012345679013,254.00654623168631,-17.104342869808317,-0.4160250000000008,-0.4160249999999995,-0.1724540523570157,51.77704670477284,6.472130838096605,0.767925151814425,2.61918051397766,2.3630835220676474,3.541196965079901,2.369656422121533,18.99206431106866,2.851934528655088,2.801550298443664,2.837016646210237,19.17802510721925,14.735722327388626,2.8748639342701483,9.844865258557904,10.023529411764706,10.064,6.010654491017965,10.152722662806497,0.0,0.0,0.0,1.0943609377704335,36.20225468019829,-2.030311034006586,68.80000000000001,1.1848366600193907,3.999198421397215,0.0,10.037793,5.362207,0.0
DICHLOROFLUOROMETHANE,0,-1.722222222222222,0.4091325491659136,9.0,2.3237900077244498,1.7112436882173077,4.51,22.003271818531328,-1.722222222222222,0.0,0,0,2.023750071225071,1.7171,1,0,5,54.41023,68.258025,0.0,43.9178,0.0,0.0,951.584823588049,1209.62638324548,0.0,327.917313737718,-0.4745679012345686,-15.777283950617282,216.2919989492757,-13.74695313306231,-0.2116,-0.1536639999999996,-0.0480667914739598,20.878381279887183,4.175676255977437,0.7679295482274264,2.705302484652924,2.4321441756233773,2.3237900077244498,1.1038525386358184,6.720450465719274,1.771746159595286,1.7626409319005596,1.85452850915288,7.128143737955117,5.47760164054495,1.859164061827207,5.931536780772031,5.901960784313726,5.784,4.343588622754491,6.05816923172562,0.0,0.0,0.0,0.3999999999999999,25.408391994107685,-1.365415142990023,51.19000000000001,1.2165063509461096,1.8660254037844388,0.0,7.253793,3.1362070000000006,0.0
1-BROMONAPHTHALENE,0,1.1625925925925928,0.6185548726384286,10.272727272727272,2.9131611636048604,5.919416357336608,6.863561560542881,1.1621153719595982,2.552662037037037,0.0,0,0,1.6632693843299835,3.6023000000000005,7,0,18,132.796369,222.89282,70.406496,103.8876,31.244507884245,8.710960414245001,2701.932995509743,4184.890517520601,1697.727736886245,286.453538402177,7.500550390353777,-10.184372300970375,1065.7412324176482,30.30343657786719,0.0128444444444436,0.0106777777777773,0.0982630577703748,22.66900917519848,1.2593893986221376,0.256017611097378,2.4005063198537933,2.153918483377354,1.993176049339423,3.0116453846399662,35.318406836587464,3.221693682594113,3.225001968145516,3.2450873480468543,35.8356195652958,25.17600691784913,3.2612684553569484,17.779679533867444,17.2,17.256,14.621288023952095,19.50266875660506,0.0,0.0,0.5555555555555556,2.937264744626492,39.68925901792807,-3.871231533997496,126.04000000000003,0.1614855095383929,20.731892076156115,0.0,24.41755099999999,8.402448999999999,0.0
TRIBROMOMETHANE,0,0.2708333333333332,0.5812778100557083,9.0,2.3237900077244498,1.7112436882173077,5.439999999999999,9.876728395061724,0.0,0.0,0,0,3.624706306306305,2.4547,1,0,5,45.344863,56.116827,0.0,33.6128,0.0,0.0,730.4096194342492,900.6454690602002,0.0,512.9652068736787,-5.037530864197531,1.8638683127572009,329.4674529053871,-0.318710153584374,-0.030976,-0.0070559999999999,-0.3935788129939598,3.1881702701591967,0.6376340540318394,0.2480685238378149,2.679022989373582,2.395298870184485,2.3237900077244498,0.4744984379282937,7.744405222656724,1.9912038219735937,2.010208778643785,2.125100354044071,8.797982676726416,6.328713358373706,2.2170651641789805,5.46067006554989,5.345098039215688,5.168,6.878319161676647,5.355109810573429,0.0,0.0,0.0,0.9509775004326936,49.6795317653133,-2.4896433852189808,77.45000000000003,1.2165063509461096,1.8660254037844388,0.0,11.486793,5.143206999999999,0.0
HEXAFLUOROPROPYLENE,0,-5.556712962962963,0.4653113245049681,11.333333333333334,4.399515870465617,3.767786838055364,8.32,2.385077640037577,0.0,0.0,0,0,2.10927497825336,2.6263,0,0,9,118.621548,148.42851600000003,0.0,119.61,0.0,0.0,2201.70682731,2714.31187933,0.0,259.2016377045418,-4.0,-6.0,105.81452457556558,-23.514338794570147,-0.9088444444444468,-1.137777777777774,-0.550564,75.95281249999995,8.439201388888883,3.770872263913269,2.509921313505181,2.2663448858981607,3.877604668586773,3.1064864714177736,26.94256840568501,3.1561742672983346,3.0414588784420595,2.96397449392481,25.84858095504238,20.14600351301503,3.055466206457732,11.739985433357612,12.36470588235294,12.84,5.001197604790419,12.28366029324263,0.0,0.0,0.0,2.2516291673878226,34.86917501586544,-1.6754768496918089,59.39000000000001,1.117165198231686,6.050498074656037,0.0,8.352,6.677999999999999,0.0
"1,4-BUTANEDIISOCYANATE",0,0.4701162131519274,0.3157648028232743,7.6,3.044224312339905,5.539350896673833,8.76,6.76,0.0,0.9402324263038548,0,0,6.797759999999999,0.4382,8,0,18,146.09751200000002,216.44609599999995,103.964416,119.5698,20.772070003396,12.945929183999995,3033.490049958992,4598.051980106996,1987.2306069262,206.0656259064168,26.876543209876544,17.679012345679016,803.4991820806716,-140.4442457271854,0.0021728395061722,-0.0485567901234569,-1.057247174883752,26.394601821284425,1.4663667678491348,1.837943801113825,2.5751697408627185,2.3320444522148955,2.6476048489438337,5.288380154974665,52.33076521805687,5.29527776873865,5.240418613347013,5.170248095604888,50.55397783026571,42.75660163256297,5.11913918644032,18.538965768390383,17.984313725490196,18.296,11.4720622754491,20.661407244922422,0.0,0.0,0.0,2.417209722462608,27.405850015705177,-1.45888866944376,109.90000000000008,0.7261572474694389,11.56752485659576,0.3412595540645075,19.158343999999992,12.041655999999998,58.86
METHYLAMINE,0,1.5,0.3846582089034355,3.0,1.0,1.5773502691896255,1.96,-27.040000000000028,0.0,0.0,2,1,0.9408000000000016,-0.4251,5,0,7,51.33447199999999,65.94566400000001,0.0,39.8749,0.0,0.0,1262.6226790212452,1638.839094741696,0.0,117.46425673223776,-2.4693877551020407,-3.346938775510204,236.11074559426376,-95.00184901900566,-0.1989999999999999,-0.2081938775510197,-0.4028817000250002,6.061371427212856,0.8659102038875508,0.993968191357748,2.7204484021289383,2.4795085925921976,1.0,0.860113898485164,1.725185378817918,0.8625926894089591,0.8426784772979004,0.8196066971331731,1.5657874041781752,1.5657874041781752,0.7828937020890876,6.882738528769118,6.505882352941178,6.627999999999999,3.6550688622754497,8.328962372228093,1.5,0.3,0.0,1.6585200677766876,7.818080781001042,0.392048690658563,34.93000000000002,0.75,1.5,0.0,6.1039650000000005,4.446035,26.02
DIMETHYLAMINE,0,1.875,0.3986709398154767,6.0,1.6329931618554523,2.5,2.9600000000000004,1.9600000000000035,2.75,0.0,1,1,1.9338666666666668,-0.1644000000000001,7,0,10,72.311916,111.75965200000002,0.0,55.8049,0.0,0.0,1759.252339159743,2728.3921460990946,0.0,130.79341877368546,-0.7599999999999999,-10.4,390.4663388522487,-155.88008099325404,-0.0178359999999999,-0.0199889999999996,-0.8701640141760096,10.410048866982892,1.0410048866982893,0.9929522395625404,2.6981908925503952,2.461246626848693,1.6329931618554523,1.5503372261661916,4.618972111013789,1.5552421473503837,1.5157067671121152,1.4695063672010853,4.109881073289883,3.71706615845847,1.3949880894808109,9.770575382374362,9.231372549019609,9.388000000000002,5.453623353293413,11.744252018152268,3.75,0.1333333333333334,0.0,2.1651484454403227,10.883246042637902,-0.4757602865205594,49.02000000000003,0.5690355937288492,3.2071067811865475,0.0,9.107551,7.5924489999999984,12.03
TRIMETHYLAMINE,0,2.0,0.3844627806876072,9.0,2.3237900077244498,3.447213595499958,3.96,1128.9599999999998,0.0,0.0,0,0,1.2848594594594596,0.1777999999999999,9,0,13,93.28936,157.59735600000002,0.0,71.73490000000002,0.0,0.0,2255.881999298241,3823.412110144943,0.0,137.97065987292652,2.928994082840235,-20.43195266272189,542.8508624340012,-223.30586317635044,0.1586556213017752,0.1599390532544385,-1.3869427251643138,14.43377139253568,1.1102901071181293,0.992940986922944,2.6776929936056773,2.444011696106432,2.3237900077244498,1.982142857142857,7.883168500096501,1.988324999163136,1.938474221774128,1.8801560241637143,7.031088818116107,5.177670030871581,1.7859284027112323,12.658412235979606,11.956862745098045,12.148000000000003,7.252177844311376,15.159541664076444,6.0,0.0,0.0,2.560324039626483,14.085426140020411,-0.2002736043139255,63.11000000000007,0.4665063509461097,4.866025403784438,0.0,12.111137,10.738862999999998,3.24
ETHYLAMINE,0,0.75,0.4062370953898832,6.0,1.6329931618554523,2.284457050376173,2.9600000000000004,1.9600000000000035,0.0,2.6527777777777777,2,1,1.9338666666666668,-0.0349999999999998,7,0,10,72.311916,108.744164,0.0,55.80490000000001,0.0,0.0,1759.2523391597429,2555.386681154145,0.0,130.79341877368546,-1.3600000000000003,-4.8,390.4663388522486,-81.14400184587399,-0.1893359999999999,-0.1909889999999995,-0.2983360241760097,10.410048866982892,1.0410048866982893,0.9879836526306522,2.6250453391424022,2.381027352467301,1.6329931618554523,1.6973033531356052,5.051901269396138,1.6995518668111664,1.6814232359643215,1.6602230499147994,4.802875691239279,4.211121093303631,1.6259862954639426,9.770575382374362,9.231372549019609,9.388000000000002,5.453623353293413,11.744252018152268,1.9027777777777777,0.2133333333333334,0.0,2.1651484454403227,9.740434618240933,-0.0826602865205595,49.02000000000003,0.5345177968644246,3.310660171779821,0.0,9.107551,6.452449,26.02
2-METHYL-2-AMINOBUTANE,0,0.0416666666666667,0.5095007850050718,12.0,3.168489872670569,4.784457050376174,5.959999999999999,3.96,0.0,6.125,2,1,1.5949555291319857,1.1337,13,0,19,135.24424800000003,237.14182,0.0,103.5949,10.670709716375995,0.0,3249.141319575237,5329.0847910102375,0.0,145.52565050370663,8.759002770083098,-12.573407202216066,845.4413589027236,-66.25331600838523,-0.1792504155124665,-0.172917174515236,-0.1862813023808317,22.122055748980088,1.164318723630531,0.9874447034908728,2.5420736852114767,2.2973659158337347,3.168489872670569,3.143499824646326,18.776129150466296,3.144939635423503,3.133340305008577,3.119802425786381,18.437844726418543,13.427707610298569,3.0980018527872737,18.43408594319009,17.407843137254904,17.668000000000003,10.849286826347305,21.990120955924795,6.125,0.1166666666666667,0.0,3.142913516330053,17.521602461461818,-1.03226818329544,91.29000000000008,0.2751480579413864,8.815101910021413,0.0,18.118309,12.471690999999996,26.02
